Elapsed time,ECG
0:06.554,-22
0:06.556,-19
0:06.558,-18
0:06.560,-16
0:06.562,-16
0:06.564,-17
0:06.566,-19
0:06.568,-20
0:06.570,-23
0:06.572,-24
0:06.574,-22
0:06.576,-23
0:06.578,-19
0:06.580,-16
0:06.582,-16
0:06.584,-17
0:06.586,-20
0:06.588,-23
0:06.590,-21
0:06.592,-23
0:06.594,-22
0:06.596,-23
0:06.598,-20
0:06.600,-20
0:06.602,-19
0:06.604,-19
0:06.606,-22
0:06.608,-22
0:06.610,-24
0:06.612,-21
0:06.614,-17
0:06.616,-18
0:06.618,-16
0:06.620,-19
0:06.622,-19
0:06.624,-20
0:06.626,-25
0:06.628,-24
0:06.630,-25
0:06.632,-20
0:06.634,-18
0:06.636,-21
0:06.638,-21
0:06.640,-17
0:06.642,-16
0:06.644,-18
0:06.646,-22
0:06.648,-20
0:06.650,-21
0:06.652,-24
0:06.654,-20
0:06.656,-19
0:06.658,-17
0:06.660,-17
0:06.662,-17
0:06.664,-19
0:06.666,-22
0:06.668,-22
0:06.670,-23
0:06.672,-22
0:06.674,-15
0:06.676,-14
0:06.678,-13
0:06.680,-11
0:06.682,-9
0:06.684,-14
0:06.686,-16
0:06.688,-16
0:06.690,-16
0:06.692,-17
0:06.694,-16
0:06.696,-14
0:06.698,-14
0:06.700,-11
0:06.702,-9
0:06.704,-11
0:06.706,-13
0:06.708,-13
0:06.710,-13
0:06.712,-9
0:06.714,-10
0:06.716,-5
0:06.718,-8
0:06.720,-2
0:06.722,-7
0:06.724,-8
0:06.726,-10
0:06.728,-11
0:06.730,-13
0:06.732,-11
0:06.734,-9
0:06.736,-9
0:06.738,-10
0:06.740,-7
0:06.742,-15
0:06.744,-19
0:06.746,-19
0:06.748,-20
0:06.750,-23
0:06.752,-25
0:06.754,-22
0:06.756,-16
0:06.758,-21
0:06.760,-22
0:06.762,-23
0:06.764,-23
0:06.766,-22
0:06.768,-22
0:06.770,-26
0:06.772,-24
0:06.774,-20
0:06.776,-24
0:06.778,-19
0:06.780,-19
0:06.782,-22
0:06.784,-22
0:06.786,-23
0:06.788,-25
0:06.790,-27
0:06.792,-27
0:06.794,-23
0:06.796,-22
0:06.798,-23
0:06.800,-21
0:06.802,-25
0:06.804,-27
0:06.806,-26
0:06.808,-26
0:06.810,-27
0:06.812,-26
0:06.814,-22
0:06.816,-21
0:06.818,-20
0:06.820,-22
0:06.822,-23
0:06.824,-27
0:06.826,-27
0:06.828,-27
0:06.830,-27
0:06.832,-31
0:06.834,-29
0:06.836,-26
0:06.838,-26
0:06.840,-28
0:06.842,-32
0:06.844,-37
0:06.846,-35
0:06.848,-33
0:06.850,-25
0:06.852,-12
0:06.854,-1
0:06.856,9
0:06.858,21
0:06.860,36
0:06.862,49
0:06.864,66
0:06.866,87
0:06.868,103
0:06.870,111
0:06.872,111
0:06.874,105
0:06.876,96
0:06.878,83
0:06.880,72
0:06.882,51
0:06.884,27
0:06.886,-2
0:06.888,-23
0:06.890,-39
0:06.892,-43
0:06.894,-43
0:06.896,-38
0:06.898,-33
0:06.900,-32
0:06.902,-30
0:06.904,-25
0:06.906,-21
0:06.908,-22
0:06.910,-18
0:06.912,-18
0:06.914,-16
0:06.916,-16
0:06.918,-16
0:06.920,-17
0:06.922,-18
0:06.924,-21
0:06.926,-23
0:06.928,-23
0:06.930,-23
0:06.932,-19
0:06.934,-19
0:06.936,-19
0:06.938,-15
0:06.940,-17
0:06.942,-19
0:06.944,-19
0:06.946,-18
0:06.948,-21
0:06.950,-18
0:06.952,-13
0:06.954,-15
0:06.956,-15
0:06.958,-13
0:06.960,-12
0:06.962,-14
0:06.964,-18
0:06.966,-19
0:06.968,-20
0:06.970,-18
0:06.972,-13
0:06.974,-12
0:06.976,-11
0:06.978,-6
0:06.980,-11
0:06.982,-14
0:06.984,-14
0:06.986,-15
0:06.988,-14
0:06.990,-14
0:06.992,-12
0:06.994,-11
0:06.996,-10
0:06.998,-8
0:07.000,-11
0:07.002,-10
0:07.004,-9
0:07.006,-11
0:07.008,-12
0:07.010,-8
0:07.012,-6
0:07.014,-6
0:07.016,-4
0:07.018,-4
0:07.020,-7
0:07.022,-7
0:07.024,-7
0:07.026,-7
0:07.028,-8
0:07.030,-7
0:07.032,-1
0:07.034,4
0:07.036,4
0:07.038,4
0:07.040,2
0:07.042,3
0:07.044,2
0:07.046,2
0:07.048,3
0:07.050,4
0:07.052,5
0:07.054,4
0:07.056,7
0:07.058,11
0:07.060,13
0:07.062,11
0:07.064,12
0:07.066,12
0:07.068,14
0:07.070,20
0:07.072,23
0:07.074,23
0:07.076,21
0:07.078,25
0:07.080,25
0:07.082,23
0:07.084,21
0:07.086,23
0:07.088,22
0:07.090,25
0:07.092,25
0:07.094,26
0:07.096,29
0:07.098,30
0:07.100,27
0:07.102,26
0:07.104,26
0:07.106,23
0:07.108,22
0:07.110,26
0:07.112,27
0:07.114,27
0:07.116,26
0:07.118,26
0:07.120,23
0:07.122,17
0:07.124,15
0:07.126,13
0:07.128,12
0:07.130,11
0:07.132,10
0:07.134,6
0:07.136,8
0:07.138,6
0:07.140,4
0:07.142,-3
0:07.144,-5
0:07.146,-6
0:07.148,-6
0:07.150,-6
0:07.152,-6
0:07.154,-6
0:07.156,-4
0:07.158,-8
0:07.160,-10
0:07.162,-15
0:07.164,-17
0:07.166,-16
0:07.168,-16
0:07.170,-13
0:07.172,-14
0:07.174,-13
0:07.176,-11
0:07.178,-15
0:07.180,-18
0:07.182,-23
0:07.184,-20
0:07.186,-22
0:07.188,-23
0:07.190,-21
0:07.192,-19
0:07.194,-18
0:07.196,-15
0:07.198,-12
0:07.200,-19
0:07.202,-20
0:07.204,-25
0:07.206,-23
0:07.208,-23
0:07.210,-20
0:07.212,-20
0:07.214,-20
0:07.216,-18
0:07.218,-18
0:07.220,-20
0:07.222,-22
0:07.224,-21
0:07.226,-23
0:07.228,-21
0:07.230,-18
0:07.232,-16
0:07.234,-15
0:07.236,-15
0:07.238,-19
0:07.240,-20
0:07.242,-21
0:07.244,-24
0:07.246,-24
0:07.248,-23
0:07.250,-19
0:07.252,-19
0:07.254,-18
0:07.256,-14
0:07.258,-19
0:07.260,-19
0:07.262,-18
0:07.264,-21
0:07.266,-22
0:07.268,-18
0:07.270,-14
0:07.272,-14
0:07.274,-14
0:07.276,-14
0:07.278,-17
0:07.280,-20
0:07.282,-20
0:07.284,-20
0:07.286,-22
0:07.288,-22
0:07.290,-18
0:07.292,-18
0:07.294,-14
0:07.296,-14
0:07.298,-15
0:07.300,-19
0:07.302,-22
0:07.304,-20
0:07.306,-20
0:07.308,-19
0:07.310,-19
0:07.312,-16
0:07.314,-15
0:07.316,-10
0:07.318,-13
0:07.320,-17
0:07.322,-18
0:07.324,-22
0:07.326,-23
0:07.328,-20
0:07.330,-19
0:07.332,-17
0:07.334,-13
0:07.336,-12
0:07.338,-13
0:07.340,-19
0:07.342,-24
0:07.344,-20
0:07.346,-20
0:07.348,-21
0:07.350,-17
0:07.352,-15
0:07.354,-15
0:07.356,-14
0:07.358,-17
0:07.360,-20
0:07.362,-23
0:07.364,-24
0:07.366,-23
0:07.368,-20
0:07.370,-16
0:07.372,-18
0:07.374,-18
0:07.376,-14
0:07.378,-19
0:07.380,-23
0:07.382,-23
0:07.384,-23
0:07.386,-24
0:07.388,-23
0:07.390,-19
0:07.392,-20
0:07.394,-19
0:07.396,-15
0:07.398,-19
0:07.400,-22
0:07.402,-25
0:07.404,-24
0:07.406,-20
0:07.408,-23
0:07.410,-22
0:07.412,-20
0:07.414,-16
0:07.416,-19
0:07.418,-19
0:07.420,-22
0:07.422,-26
0:07.424,-24
0:07.426,-25
0:07.428,-24
0:07.430,-22
0:07.432,-21
0:07.434,-19
0:07.436,-20
0:07.438,-21
0:07.440,-24
0:07.442,-24
0:07.444,-25
0:07.446,-24
0:07.448,-21
0:07.450,-19
0:07.452,-19
0:07.454,-18
0:07.456,-20
0:07.458,-21
0:07.460,-23
0:07.462,-23
0:07.464,-28
0:07.466,-27
0:07.468,-24
0:07.470,-24
0:07.472,-22
0:07.474,-21
0:07.476,-19
0:07.478,-23
0:07.480,-26
0:07.482,-26
0:07.484,-23
0:07.486,-25
0:07.488,-21
0:07.490,-21
0:07.492,-19
0:07.494,-19
0:07.496,-22
0:07.498,-21
0:07.500,-21
0:07.502,-23
0:07.504,-27
0:07.506,-29
0:07.508,-23
0:07.510,-20
0:07.512,-22
0:07.514,-19
0:07.516,-19
0:07.518,-22
0:07.520,-23
0:07.522,-24
0:07.524,-26
0:07.526,-28
0:07.528,-25
0:07.530,-23
0:07.532,-20
0:07.534,-20
0:07.536,-22
0:07.538,-21
0:07.540,-21
0:07.542,-20
0:07.544,-25
0:07.546,-21
0:07.548,-16
0:07.550,-16
0:07.552,-12
0:07.554,-13
0:07.556,-13
0:07.558,-16
0:07.560,-19
0:07.562,-20
0:07.564,-22
0:07.566,-21
0:07.568,-15
0:07.570,-10
0:07.572,-10
0:07.574,-9
0:07.576,-10
0:07.578,-13
0:07.580,-14
0:07.582,-11
0:07.584,-13
0:07.586,-11
0:07.588,-12
0:07.590,-8
0:07.592,-7
0:07.594,-6
0:07.596,-9
0:07.598,-12
0:07.600,-13
0:07.602,-13
0:07.604,-15
0:07.606,-15
0:07.608,-15
0:07.610,-15
0:07.612,-10
0:07.614,-14
0:07.616,-19
0:07.618,-19
0:07.620,-22
0:07.622,-23
0:07.624,-27
0:07.626,-22
0:07.628,-21
0:07.630,-23
0:07.632,-21
0:07.634,-20
0:07.636,-21
0:07.638,-23
0:07.640,-27
0:07.642,-28
0:07.644,-26
0:07.646,-26
0:07.648,-24
0:07.650,-23
0:07.652,-20
0:07.654,-19
0:07.656,-21
0:07.658,-24
0:07.660,-24
0:07.662,-24
0:07.664,-30
0:07.666,-26
0:07.668,-24
0:07.670,-23
0:07.672,-27
0:07.674,-24
0:07.676,-22
0:07.678,-22
0:07.680,-23
0:07.682,-26
0:07.684,-27
0:07.686,-27
0:07.688,-25
0:07.690,-21
0:07.692,-22
0:07.694,-22
0:07.696,-27
0:07.698,-27
0:07.700,-30
0:07.702,-32
0:07.704,-32
0:07.706,-29
0:07.708,-30
0:07.710,-34
0:07.712,-30
0:07.714,-27
0:07.716,-23
0:07.718,-16
0:07.720,-8
0:07.722,0
0:07.724,6
0:07.726,19
0:07.728,31
0:07.730,48
0:07.732,69
0:07.734,83
0:07.736,100
0:07.738,97
0:07.740,93
0:07.742,79
0:07.744,70
0:07.746,57
0:07.748,48
0:07.750,35
0:07.752,17
0:07.754,-5
0:07.756,-27
0:07.758,-44
0:07.760,-45
0:07.762,-41
0:07.764,-36
0:07.766,-30
0:07.768,-27
0:07.770,-22
0:07.772,-19
0:07.774,-17
0:07.776,-15
0:07.778,-19
0:07.780,-21
0:07.782,-25
0:07.784,-24
0:07.786,-24
0:07.788,-22
0:07.790,-19
0:07.792,-16
0:07.794,-15
0:07.796,-17
0:07.798,-20
0:07.800,-24
0:07.802,-25
0:07.804,-22
0:07.806,-24
0:07.808,-23
0:07.810,-20
0:07.812,-18
0:07.814,-17
0:07.816,-20
0:07.818,-20
0:07.820,-18
0:07.822,-19
0:07.824,-17
0:07.826,-18
0:07.828,-18
0:07.830,-17
0:07.832,-13
0:07.834,-15
0:07.836,-16
0:07.838,-15
0:07.840,-16
0:07.842,-20
0:07.844,-18
0:07.846,-14
0:07.848,-11
0:07.850,-13
0:07.852,-13
0:07.854,-12
0:07.856,-7
0:07.858,-5
0:07.860,-3
0:07.862,0
0:07.864,3
0:07.866,8
0:07.868,8
0:07.870,15
0:07.872,17
0:07.874,17
0:07.876,18
0:07.878,19
0:07.880,14
0:07.882,16
0:07.884,20
0:07.886,20
0:07.888,24
0:07.890,27
0:07.892,29
0:07.894,25
0:07.896,27
0:07.898,26
0:07.900,23
0:07.902,27
0:07.904,29
0:07.906,36
0:07.908,38
0:07.910,35
0:07.912,37
0:07.914,38
0:07.916,36
0:07.918,37
0:07.920,36
0:07.922,37
0:07.924,39
0:07.926,43
0:07.928,42
0:07.930,44
0:07.932,50
0:07.934,51
0:07.936,50
0:07.938,52
0:07.940,49
0:07.942,52
0:07.944,52
0:07.946,57
0:07.948,55
0:07.950,61
0:07.952,61
0:07.954,59
0:07.956,58
0:07.958,54
0:07.960,55
0:07.962,56
0:07.964,57
0:07.966,59
0:07.968,64
0:07.970,58
0:07.972,64
0:07.974,61
0:07.976,60
0:07.978,56
0:07.980,52
0:07.982,54
0:07.984,52
0:07.986,54
0:07.988,54
0:07.990,53
0:07.992,53
0:07.994,48
0:07.996,43
0:07.998,45
0:08.000,42
0:08.002,36
0:08.004,35
0:08.006,34
0:08.008,34
0:08.010,37
0:08.012,32
0:08.014,29
0:08.016,25
0:08.018,23
0:08.020,20
0:08.022,22
0:08.024,21
0:08.026,20
0:08.028,26
0:08.030,22
0:08.032,21
0:08.034,17
0:08.036,14
0:08.038,13
0:08.040,13
0:08.042,12
0:08.044,15
0:08.046,15
0:08.048,14
0:08.050,13
0:08.052,13
0:08.054,12
0:08.056,9
0:08.058,7
0:08.060,7
0:08.062,4
0:08.064,7
0:08.066,10
0:08.068,10
0:08.070,14
0:08.072,14
0:08.074,10
0:08.076,10
0:08.078,8
0:08.080,6
0:08.082,7
0:08.084,10
0:08.086,10
0:08.088,14
0:08.090,16
0:08.092,11
0:08.094,9
0:08.096,8
0:08.098,6
0:08.100,8
0:08.102,4
0:08.104,8
0:08.106,10
0:08.108,10
0:08.110,12
0:08.112,9
0:08.114,7
0:08.116,7
0:08.118,5
0:08.120,5
0:08.122,6
0:08.124,8
0:08.126,10
0:08.128,11
0:08.130,13
0:08.132,10
0:08.134,9
0:08.136,6
0:08.138,4
0:08.140,3
0:08.142,2
0:08.144,3
0:08.146,6
0:08.148,8
0:08.150,10
0:08.152,8
0:08.154,5
0:08.156,4
0:08.158,1
0:08.160,2
0:08.162,2
0:08.164,6
0:08.166,7
0:08.168,9
0:08.170,7
0:08.172,7
0:08.174,3
0:08.176,2
0:08.178,0
0:08.180,-2
0:08.182,-1
0:08.184,3
0:08.186,3
0:08.188,2
0:08.190,5
0:08.192,3
0:08.194,1
0:08.196,-3
0:08.198,2
0:08.200,1
0:08.202,-1
0:08.204,1
0:08.206,2
0:08.208,4
0:08.210,0
0:08.212,2
0:08.214,-3
0:08.216,-8
0:08.218,-9
0:08.220,-10
0:08.222,-6
0:08.224,-3
0:08.226,-1
0:08.228,2
0:08.230,-6
0:08.232,0
0:08.234,-2
0:08.236,-2
0:08.238,-6
0:08.240,-5
0:08.242,-8
0:08.244,-7
0:08.246,-2
0:08.248,-1
0:08.250,-4
0:08.252,-6
0:08.254,-8
0:08.256,-6
0:08.258,-9
0:08.260,-12
0:08.262,-4
0:08.264,0
0:08.266,-5
0:08.268,-4
0:08.270,3
0:08.272,-7
0:08.274,-8
0:08.276,-12
0:08.278,-10
0:08.280,-7
0:08.282,-10
0:08.284,-7
0:08.286,-10
0:08.288,-8
0:08.290,-6
0:08.292,-6
0:08.294,-10
0:08.296,-9
0:08.298,-12
0:08.300,-16
0:08.302,-9
0:08.304,-8
0:08.306,-9
0:08.308,-8
0:08.310,-6
0:08.312,-13
0:08.314,-13
0:08.316,-11
0:08.318,-14
0:08.320,-15
0:08.322,-14
0:08.324,-11
0:08.326,-11
0:08.328,-12
0:08.330,-10
0:08.332,-13
0:08.334,-15
0:08.336,-15
0:08.338,-17
0:08.340,-19
0:08.342,-16
0:08.344,-14
0:08.346,-14
0:08.348,-13
0:08.350,-15
0:08.352,-15
0:08.354,-16
0:08.356,-15
0:08.358,-20
0:08.360,-17
0:08.362,-16
0:08.364,-15
0:08.366,-11
0:08.368,-12
0:08.370,-16
0:08.372,-18
0:08.374,-21
0:08.376,-22
0:08.378,-22
0:08.380,-20
0:08.382,-15
0:08.384,-13
0:08.386,-11
0:08.388,-10
0:08.390,-11
0:08.392,-15
0:08.394,-13
0:08.396,-12
0:08.398,-13
0:08.400,-11
0:08.402,-8
0:08.404,-9
0:08.406,-8
0:08.408,-9
0:08.410,-10
0:08.412,-14
0:08.414,-16
0:08.416,-16
0:08.418,-13
0:08.420,-5
0:08.422,-6
0:08.424,-6
0:08.426,-6
0:08.428,0
0:08.430,-2
0:08.432,-4
0:08.434,-7
0:08.436,-8
0:08.438,-9
0:08.440,-8
0:08.442,-5
0:08.444,-6
0:08.446,-6
0:08.448,-5
0:08.450,-1
0:08.452,-7
0:08.454,-9
0:08.456,-13
0:08.458,-20
0:08.460,-17
0:08.462,-16
0:08.464,-16
0:08.466,-16
0:08.468,-16
0:08.470,-18
0:08.472,-20
0:08.474,-23
0:08.476,-24
0:08.478,-27
0:08.480,-26
0:08.482,-21
0:08.484,-23
0:08.486,-20
0:08.488,-21
0:08.490,-19
0:08.492,-20
0:08.494,-24
0:08.496,-26
0:08.498,-27
0:08.500,-24
0:08.502,-23
0:08.504,-21
0:08.506,-21
0:08.508,-21
0:08.510,-24
0:08.512,-28
0:08.514,-27
0:08.516,-26
0:08.518,-29
0:08.520,-26
0:08.522,-22
0:08.524,-22
0:08.526,-26
0:08.528,-23
0:08.530,-22
0:08.532,-25
0:08.534,-28
0:08.536,-28
0:08.538,-32
0:08.540,-26
0:08.542,-25
0:08.544,-26
0:08.546,-30
0:08.548,-24
0:08.550,-29
0:08.552,-32
0:08.554,-35
0:08.556,-32
0:08.558,-39
0:08.560,-37
0:08.562,-28
0:08.564,-18
0:08.566,-9
0:08.568,2
0:08.570,10
0:08.572,14
0:08.574,24
0:08.576,38
0:08.578,56
0:08.580,78
0:08.582,101
0:08.584,104
0:08.586,102
0:08.588,94
0:08.590,77
0:08.592,66
0:08.594,50
0:08.596,31
0:08.598,12
0:08.600,-12
0:08.602,-27
0:08.604,-41
0:08.606,-44
0:08.608,-41
0:08.610,-42
0:08.612,-39
0:08.614,-33
0:08.616,-29
0:08.618,-26
0:08.620,-26
0:08.622,-22
0:08.624,-18
0:08.626,-19
0:08.628,-21
0:08.630,-23
0:08.632,-23
0:08.634,-23
0:08.636,-23
0:08.638,-22
0:08.640,-22
0:08.642,-16
0:08.644,-24
0:08.646,-20
0:08.648,-16
0:08.650,-22
0:08.652,-29
0:08.654,-25
0:08.656,-26
0:08.658,-23
0:08.660,-22
0:08.662,-16
0:08.664,-13
0:08.666,-14
0:08.668,-16
0:08.670,-19
0:08.672,-20
0:08.674,-19
0:08.676,-23
0:08.678,-22
0:08.680,-17
0:08.682,-18
0:08.684,-13
0:08.686,-8
0:08.688,-13
0:08.690,-9
0:08.692,-16
0:08.694,-13
0:08.696,-20
0:08.698,-21
0:08.700,-19
0:08.702,-16
0:08.704,-14
0:08.706,-12
0:08.708,-16
0:08.710,-16
0:08.712,-15
0:08.714,-11
0:08.716,-19
0:08.718,-15
0:08.720,-11
0:08.722,-7
0:08.724,-6
0:08.726,-6
0:08.728,-7
0:08.730,-9
0:08.732,-8
0:08.734,-9
0:08.736,-9
0:08.738,-9
0:08.740,-7
0:08.742,-3
0:08.744,0
0:08.746,1
0:08.748,0
0:08.750,-3
0:08.752,-4
0:08.754,-5
0:08.756,-3
0:08.758,0
0:08.760,-2
0:08.762,4
0:08.764,6
0:08.766,10
0:08.768,11
0:08.770,9
0:08.772,8
0:08.774,6
0:08.776,6
0:08.778,7
0:08.780,11
0:08.782,13
0:08.784,17
0:08.786,26
0:08.788,20
0:08.790,15
0:08.792,18
0:08.794,18
0:08.796,19
0:08.798,19
0:08.800,22
0:08.802,24
0:08.804,26
0:08.806,30
0:08.808,27
0:08.810,20
0:08.812,20
0:08.814,23
0:08.816,19
0:08.818,23
0:08.820,25
0:08.822,22
0:08.824,25
0:08.826,23
0:08.828,21
0:08.830,18
0:08.832,17
0:08.834,14
0:08.836,12
0:08.838,12
0:08.840,10
0:08.842,19
0:08.844,9
0:08.846,8
0:08.848,6
0:08.850,-1
0:08.852,-3
0:08.854,-2
0:08.856,-7
0:08.858,-8
0:08.860,-6
0:08.862,-8
0:08.864,-10
0:08.866,-8
0:08.868,-12
0:08.870,-20
0:08.872,-21
0:08.874,-21
0:08.876,-23
0:08.878,-19
0:08.880,-18
0:08.882,-13
0:08.884,-17
0:08.886,-18
0:08.888,-23
0:08.890,-27
0:08.892,-27
0:08.894,-23
0:08.896,-25
0:08.898,-25
0:08.900,-24
0:08.902,-22
0:08.904,-19
0:08.906,-20
0:08.908,-23
0:08.910,-25
0:08.912,-28
0:08.914,-29
0:08.916,-28
0:08.918,-24
0:08.920,-23
0:08.922,-21
0:08.924,-21
0:08.926,-20
0:08.928,-23
0:08.930,-24
0:08.932,-27
0:08.934,-28
0:08.936,-28
0:08.938,-25
0:08.940,-21
0:08.942,-22
0:08.944,-20
0:08.946,-21
0:08.948,-20
0:08.950,-21
0:08.952,-22
0:08.954,-25
0:08.956,-28
0:08.958,-25
0:08.960,-23
0:08.962,-27
0:08.964,-21
0:08.966,-22
0:08.968,-24
0:08.970,-25
0:08.972,-25
0:08.974,-25
0:08.976,-24
0:08.978,-25
0:08.980,-22
0:08.982,-19
0:08.984,-18
0:08.986,-19
0:08.988,-21
0:08.990,-22
0:08.992,-20
0:08.994,-24
0:08.996,-26
0:08.998,-25
0:09.000,-21
0:09.002,-21
0:09.004,-19
0:09.006,-21
0:09.008,-22
0:09.010,-20
0:09.012,-26
0:09.014,-27
0:09.016,-25
0:09.018,-22
0:09.020,-22
0:09.022,-19
0:09.024,-18
0:09.026,-16
0:09.028,-17
0:09.030,-19
0:09.032,-24
0:09.034,-24
0:09.036,-26
0:09.038,-23
0:09.040,-24
0:09.042,-20
0:09.044,-18
0:09.046,-19
0:09.048,-22
0:09.050,-24
0:09.052,-24
0:09.054,-24
0:09.056,-24
0:09.058,-22
0:09.060,-22
0:09.062,-20
0:09.064,-20
0:09.066,-22
0:09.068,-24
0:09.070,-25
0:09.072,-24
0:09.074,-26
0:09.076,-27
0:09.078,-25
0:09.080,-23
0:09.082,-21
0:09.084,-19
0:09.086,-25
0:09.088,-26
0:09.090,-27
0:09.092,-27
0:09.094,-29
0:09.096,-25
0:09.098,-23
0:09.100,-26
0:09.102,-23
0:09.104,-23
0:09.106,-22
0:09.108,-25
0:09.110,-25
0:09.112,-27
0:09.114,-26
0:09.116,-25
0:09.118,-25
0:09.120,-26
0:09.122,-25
0:09.124,-24
0:09.126,-28
0:09.128,-28
0:09.130,-28
0:09.132,-29
0:09.134,-32
0:09.136,-28
0:09.138,-26
0:09.140,-24
0:09.142,-23
0:09.144,-22
0:09.146,-26
0:09.148,-28
0:09.150,-28
0:09.152,-30
0:09.154,-31
0:09.156,-27
0:09.158,-25
0:09.160,-22
0:09.162,-20
0:09.164,-20
0:09.166,-26
0:09.168,-25
0:09.170,-28
0:09.172,-30
0:09.174,-30
0:09.176,-26
0:09.178,-24
0:09.180,-26
0:09.182,-21
0:09.184,-25
0:09.186,-28
0:09.188,-29
0:09.190,-27
0:09.192,-28
0:09.194,-32
0:09.196,-25
0:09.198,-26
0:09.200,-28
0:09.202,-27
0:09.204,-28
0:09.206,-30
0:09.208,-27
0:09.210,-29
0:09.212,-30
0:09.214,-30
0:09.216,-26
0:09.218,-24
0:09.220,-22
0:09.222,-20
0:09.224,-22
0:09.226,-21
0:09.228,-22
0:09.230,-21
0:09.232,-23
0:09.234,-22
0:09.236,-24
0:09.238,-20
0:09.240,-22
0:09.242,-17
0:09.244,-21
0:09.246,-20
0:09.248,-20
0:09.250,-19
0:09.252,-17
0:09.254,-17
0:09.256,-16
0:09.258,-12
0:09.260,-12
0:09.262,-9
0:09.264,-12
0:09.266,-14
0:09.268,-12
0:09.270,-14
0:09.272,-14
0:09.274,-13
0:09.276,-15
0:09.278,-17
0:09.280,-14
0:09.282,-18
0:09.284,-20
0:09.286,-20
0:09.288,-23
0:09.290,-25
0:09.292,-28
0:09.294,-26
0:09.296,-25
0:09.298,-25
0:09.300,-27
0:09.302,-25
0:09.304,-28
0:09.306,-26
0:09.308,-26
0:09.310,-29
0:09.312,-30
0:09.314,-27
0:09.316,-28
0:09.318,-28
0:09.320,-23
0:09.322,-26
0:09.324,-29
0:09.326,-30
0:09.328,-29
0:09.330,-32
0:09.332,-33
0:09.334,-29
0:09.336,-27
0:09.338,-26
0:09.340,-26
0:09.342,-28
0:09.344,-28
0:09.346,-30
0:09.348,-33
0:09.350,-32
0:09.352,-37
0:09.354,-30
0:09.356,-27
0:09.358,-26
0:09.360,-29
0:09.362,-27
0:09.364,-27
0:09.366,-32
0:09.368,-32
0:09.370,-34
0:09.372,-37
0:09.374,-34
0:09.376,-35
0:09.378,-33
0:09.380,-34
0:09.382,-33
0:09.384,-36
0:09.386,-39
0:09.388,-42
0:09.390,-38
0:09.392,-33
0:09.394,-22
0:09.396,-10
0:09.398,0
0:09.400,11
0:09.402,25
0:09.404,37
0:09.406,56
0:09.408,75
0:09.410,99
0:09.412,117
0:09.414,116
0:09.416,111
0:09.418,98
0:09.420,86
0:09.422,65
0:09.424,47
0:09.426,21
0:09.428,-2
0:09.430,-24
0:09.432,-48
0:09.434,-55
0:09.436,-52
0:09.438,-44
0:09.440,-39
0:09.442,-37
0:09.444,-30
0:09.446,-27
0:09.448,-32
0:09.450,-29
0:09.452,-28
0:09.454,-25
0:09.456,-23
0:09.458,-23
0:09.460,-22
0:09.462,-22
0:09.464,-27
0:09.466,-26
0:09.468,-28
0:09.470,-29
0:09.472,-30
0:09.474,-24
0:09.476,-24
0:09.478,-23
0:09.480,-21
0:09.482,-18
0:09.484,-23
0:09.486,-25
0:09.488,-25
0:09.490,-26
0:09.492,-25
0:09.494,-24
0:09.496,-19
0:09.498,-20
0:09.500,-20
0:09.502,-20
0:09.504,-22
0:09.506,-24
0:09.508,-24
0:09.510,-25
0:09.512,-20
0:09.514,-22
0:09.516,-18
0:09.518,-16
0:09.520,-16
0:09.522,-15
0:09.524,-16
0:09.526,-17
0:09.528,-20
0:09.530,-19
0:09.532,-20
0:09.534,-15
0:09.536,-15
0:09.538,-14
0:09.540,-13
0:09.542,-13
0:09.544,-16
0:09.546,-18
0:09.548,-19
0:09.550,-19
0:09.552,-15
0:09.554,-14
0:09.556,-12
0:09.558,-8
0:09.560,-7
0:09.562,-9
0:09.564,-13
0:09.566,-13
0:09.568,-11
0:09.570,-10
0:09.572,-9
0:09.574,-8
0:09.576,-5
0:09.578,1
0:09.580,1
0:09.582,3
0:09.584,1
0:09.586,-2
0:09.588,-2
0:09.590,-4
0:09.592,-1
0:09.594,1
0:09.596,6
0:09.598,5
0:09.600,8
0:09.602,13
0:09.604,12
0:09.606,11
0:09.608,11
0:09.610,9
0:09.612,12
0:09.614,14
0:09.616,15
0:09.618,19
0:09.620,24
0:09.622,23
0:09.624,25
0:09.626,24
0:09.628,24
0:09.630,23
0:09.632,22
0:09.634,25
0:09.636,30
0:09.638,28
0:09.640,29
0:09.642,29
0:09.644,26
0:09.646,22
0:09.648,19
0:09.650,19
0:09.652,19
0:09.654,24
0:09.656,24
0:09.658,25
0:09.660,25
0:09.662,21
0:09.664,19
0:09.666,14
0:09.668,12
0:09.670,9
0:09.672,8
0:09.674,8
0:09.676,8
0:09.678,3
0:09.680,4
0:09.682,3
0:09.684,-5
0:09.686,-11
0:09.688,-9
0:09.690,-10
0:09.692,-13
0:09.694,-13
0:09.696,-9
0:09.698,-11
0:09.700,-11
0:09.702,-14
0:09.704,-17
0:09.706,-21
0:09.708,-22
0:09.710,-22
0:09.712,-23
0:09.714,-22
0:09.716,-21
0:09.718,-22
0:09.720,-21
0:09.722,-20
0:09.724,-19
0:09.726,-26
0:09.728,-27
0:09.730,-28
0:09.732,-23
0:09.734,-25
0:09.736,-25
0:09.738,-19
0:09.740,-20
0:09.742,-25
0:09.744,-28
0:09.746,-27
